Mod:Item:MetaData, Localized Name
bewitchment:alchemists_carpet, Alchemist Carpet
bewitchment:hedgewitches_carpet, Hedgewitch Carpet
bewitchment:besmirched_carpet, Besmirched Carpet
bewitchment:mossy_scorned_brick_stairs, Mossy Scorned Brick Stairs
bewitchment:crying_scorned_brick_stairs, Warped Scorned Brick Stairs
bewitchment:despair_brick_stairs, Despair Brick Stairs
bewitchment:ochre_despair_brick_stairs, Ochre Despair Brick Stairs
bewitchment:nethersteel_stairs, Nethersteel Stairs
bewitchment:coquina_stairs, Coquina Stairs
bewitchment:coquina_brick_stairs, Coquina Brick Stairs
bewitchment:coquina_brick_slab:0, Coquina Brick Slab
bewitchment:coquina_brick_wall, Coquina Brick Wall
bewitchment:coquina_brick_fence, Coquina Brick Fence
bewitchment:coquina_slab:0, Coquina Slab
bewitchment:nethersteel_slab:0, Nethersteel Slab
bewitchment:mossy_scorned_brick_slab:0, Mossy Scorned Brick Slab
bewitchment:crying_scorned_brick_slab:0, Warped Scorned Brick Slab
bewitchment:despair_brick_slab:0, Despair Brick Slab
bewitchment:ochre_despair_brick_slab:0, Ochre Despair Brick Slab
bewitchment:coquina_wall, Coquina Wall
bewitchment:scorned_brick_wall, Scorned Brick Wall
bewitchment:despair_brick_wall, Despair Brick Wall
bewitchment:ochre_despair_brick_wall, Ochre Despair Brick Wall
bewitchment:embittered_brick_wall, Embittered Brick Wall
bewitchment:mossy_scorned_brick_wall, Mossy Scorned Brick Wall
bewitchment:crying_scorned_brick_wall, Warped Scorned Brick Wall
bewitchment:nethersteel_wall, Nethersteel Wall
bewitchment:greenwitch_fleece, Hedgewitch Fleece
bewitchment:besmirched_fleece, Besmirched Fleece
bewitchment:alchemists_fleece, Alchemist Fleece
bewitchment:dragons_blood_resin_block, Block of Dragon's Blood Resin
bewitchment:goblet, Goblet
bewitchment:filled_goblet, Filled Goblet
bewitchment:white_candle, White Candle
bewitchment:orange_candle, Orange Candle
bewitchment:magenta_candle, Magenta Candle
bewitchment:light_blue_candle, Light Blue Candle
bewitchment:yellow_candle, Yellow Candle
bewitchment:lime_candle, Lime Candle
bewitchment:pink_candle, Pink Candle
bewitchment:gray_candle, Gray Candle
bewitchment:light_gray_candle, Light Gray Candle
bewitchment:cyan_candle, Cyan Candle
bewitchment:purple_candle, Purple Candle
bewitchment:blue_candle, Blue Candle
bewitchment:brown_candle, Brown Candle
bewitchment:green_candle, Green Candle
bewitchment:red_candle, Red Candle
bewitchment:black_candle, Black Candle
bewitchment:embergrass, Embergrass
bewitchment:torchwood, Torchwood
bewitchment:spanish_moss, Spanish Moss
bewitchment:blue_ink_cap, Blue Ink Cap
bewitchment:frostflower, Frost Flower
bewitchment:flower_siphoning_allium, Allium?
bewitchment:flower_siphoning_blue_orchid, Blue Orchid?
bewitchment:flower_siphoning_dandelion, Dandelion?
bewitchment:flower_siphoning_azure_bluet, Azure Bluet?
bewitchment:flower_siphoning_oxeye_daisy, Oxeye Daisy?
bewitchment:flower_siphoning_tulip_orange, Orange Tulip?
bewitchment:flower_siphoning_tulip_pink, Pink Tulip?
bewitchment:flower_siphoning_tulip_red, Red Tulip?
bewitchment:flower_siphoning_tulip_white, White Tulip?
bewitchment:flower_siphoning_poppy, Poppy?
bewitchment:candelabra_gold, Golden Candelabra
bewitchment:candelabra_iron, Iron Candelabra
bewitchment:candelabra_silver, Silver Candelabra
bewitchment:goddess_statue, Goddess Statue
bewitchment:cypress_sapling, Cypress Sapling
bewitchment:elder_sapling, Elder Sapling
bewitchment:juniper_sapling, Juniper Sapling
bewitchment:dragons_blood_sapling, Dragons Blood Sapling
bewitchment:cypress_wood, Cypress Wood
bewitchment:elder_wood, Elder Wood
bewitchment:juniper_wood, Juniper Wood
bewitchment:dragons_blood_wood, Dragons Blood Wood
bewitchment:cypress_planks, Cypress Planks
bewitchment:elder_planks, Elder Planks
bewitchment:juniper_planks, Juniper Planks
bewitchment:dragons_blood_planks, Dragons Blood Planks
bewitchment:cypress_leaves, Cypress Leaves
bewitchment:elder_leaves, Elder Leaves
bewitchment:juniper_leaves, Juniper Leaves
bewitchment:dragons_blood_leaves, Dragons Blood Leaves
bewitchment:juniper_chest, Juniper Chest
bewitchment:dragons_blood_chest, Dragon's Blood Chest
bewitchment:cypress_wood_stairs, Cypress Wood Stairs
bewitchment:elder_wood_stairs, Elder Wood Stairs
bewitchment:juniper_wood_stairs, Juniper Wood Stairs
bewitchment:dragons_blood_stairs, Dragon's Blood Stairs
bewitchment:cypress_wood_slab:0, Cypress Wood Slab
bewitchment:elder_wood_slab:0, Elder Wood Slab
bewitchment:juniper_wood_slab:0, Juniper Wood Slab
bewitchment:dragons_blood_slab:0, Dragon's Blood Slab
bewitchment:cypress_trapdoor, Cypress Trapdoor
bewitchment:elder_trapdoor, Elder Trapdoor
bewitchment:juniper_trapdoor, Juniper Trapdoor
bewitchment:dragons_blood_trapdoor, Dragon's Blood Trapdoor
bewitchment:cypress_fence_gate, Cypress Fence Gate
bewitchment:elder_fence_gate, Elder Fence Gate
bewitchment:juniper_fence_gate, Juniper Fence Gate
bewitchment:dragons_blood_fence_gate, Dragon's Blood Fence Gate
bewitchment:cypress_fence, Cypress Fence
bewitchment:elder_fence, Elder Fence
bewitchment:juniper_fence, Juniper Fence
bewitchment:dragons_blood_fence, Dragon's Blood Fence
bewitchment:cypress_pressure_plate, Cypress Pressure Plate
bewitchment:elder_pressure_plate, Elder Pressure Plate
bewitchment:juniper_pressure_plate, Juniper Pressure Plate
bewitchment:dragons_blood_pressure_plate, Dragon's Blood Pressure Plate
bewitchment:cypress_button, Cypress Button
bewitchment:elder_button, Elder Button
bewitchment:juniper_button, Juniper Button
bewitchment:dragons_blood_button, Dragon's Blood Button
bewitchment:stone_witches_altar, Stone Witches' Altar
bewitchment:nether_brick_witches_altar, Nether Brick Witches' Altar
bewitchment:obsidian_witches_altar, Obsidian Witches' Altar
bewitchment:coquina_witches_altar, Coquina Witches' Altar
bewitchment:embittered_brick_witches_altar, Embittered Brick Witches' Altar
bewitchment:scorned_brick_witches_altar, Scorned Brick Witches' Altar
bewitchment:witches_cauldron, Witches' Cauldron
bewitchment:witches_oven, Witches' Oven
bewitchment:distillery, Distillery
bewitchment:spinning_wheel, Spinning Wheel
bewitchment:crystal_ball, Crystal Ball
bewitchment:brazier, Brazier
bewitchment:sigil_table, Sigil Table
bewitchment:poppet_shelf_oak, Oak Poppet Shelf
bewitchment:poppet_shelf_spruce, Spruce Poppet Shelf
bewitchment:poppet_shelf_dark_oak, Dark Oak Poppet Shelf
bewitchment:poppet_shelf_jungle, Jungle Poppet Shelf
bewitchment:poppet_shelf_birch, Birch Poppet Shelf
bewitchment:poppet_shelf_acacia, Acacia Poppet Shelf
bewitchment:poppet_shelf_juniper, Juniper Poppet Shelf
bewitchment:poppet_shelf_cypress, Cypress Poppet Shelf
bewitchment:poppet_shelf_elder, Elder Poppet Shelf
bewitchment:poppet_shelf_dragons_blood, Dragon's Blood Poppet Shelf
bewitchment:stone_leonard_statue, Stone Leonard Statue
bewitchment:nether_brick_leonard_statue, Nether Brick Leonard Statue
bewitchment:scorned_brick_leonard_statue, Scorned Brick Leonard Statue
bewitchment:gold_leonard_statue, Gold Leonard Statue
bewitchment:stone_lilith_statue, Stone Lilith Statue
bewitchment:nether_brick_lilith_statue, Nether Brick Lilith Statue
bewitchment:scorned_brick_lilith_statue, Scorned Brick Lilith Statue
bewitchment:gold_lilith_statue, Gold Lilith Statue
bewitchment:stone_baphomet_statue, Stone Baphomet Statue
bewitchment:nether_brick_baphomet_statue, Nether Brick Baphomet Statue
bewitchment:scorned_brick_baphomet_statue, Scorned Brick Baphomet Statue
bewitchment:gold_baphomet_statue, Gold Baphomet Statue
bewitchment:stone_herne_statue, Stone Herne Statue
bewitchment:nether_brick_herne_statue, Nether Brick Herne Statue
bewitchment:scorned_brick_herne_statue, Scorned Brick Herne Statue
bewitchment:gold_herne_statue, Gold Herne Statue
bewitchment:stone_moloch_statue, Stone Moloch Statue
bewitchment:nether_brick_moloch_statue, Nether Brick Moloch Statue
bewitchment:scorned_brick_moloch_statue, Scorned Brick Moloch Statue
bewitchment:gold_moloch_statue, Gold Moloch Statue
bewitchment:stone_leonard_idol, Stone Leonard Idol
bewitchment:nether_brick_leonard_idol, Nether Brick Leonard Idol
bewitchment:scorned_brick_leonard_idol, Scorned Brick Leonard Idol
bewitchment:gold_leonard_idol, Gold Leonard Idol
bewitchment:stone_herne_idol, Stone Herne Idol
bewitchment:nether_brick_herne_idol, Nether Brick Herne Idol
bewitchment:scorned_brick_herne_idol, Scorned Brick Herne Idol
bewitchment:gold_herne_idol, Gold Herne Idol
bewitchment:stone_baphomet_idol, Stone Baphomet Idol
bewitchment:nether_brick_baphomet_idol, Nether Brick Baphomet Idol
bewitchment:scorned_brick_baphomet_idol, Scorned Brick Baphomet Idol
bewitchment:gold_baphomet_idol, Gold Baphomet Idol
bewitchment:stone_lilith_idol, Stone Lilith Idol
bewitchment:nether_brick_lilith_idol, Nether Brick Lilith Idol
bewitchment:scorned_brick_lilith_idol, Scorned Brick Lilith Idol
bewitchment:gold_lilith_idol, Gold Lilith Idol
bewitchment:stone_moloch_idol, Stone Moloch Idol
bewitchment:nether_brick_moloch_idol, Nether Brick Moloch Idol
bewitchment:scorned_brick_moloch_idol, Scorned Brick Moloch Idol
bewitchment:gold_moloch_idol, Gold Moloch Idol
ic2:te:1, Industrial TNT
ic2:te:2, Nuke
ic2:te:3, Generator
ic2:te:4, Geothermal Generator
ic2:te:5, Kinetic Generator
ic2:te:6, Radioisotope Thermoelectric Generator
ic2:te:7, Semifluid Generator
ic2:te:8, Solar Panel
ic2:te:9, Stirling Generator
ic2:te:10, Water Mill
ic2:te:11, Wind Mill
ic2:te:12, Electric Heater
ic2:te:13, Liquid Fuel Firebox
ic2:te:14, Radioisotope Heat Generator
ic2:te:15, Solid Fuel Firebox
ic2:te:16, Electric Motor
ic2:te:17, Manual Kinetic Generator
ic2:te:18, Steam Turbine
ic2:te:19, Stirling Kinetic Generator
ic2:te:20, Water Turbine
ic2:te:21, Wind Turbine
ic2:te:22, Nuclear Reactor
ic2:te:23, Reactor Access Hatch
ic2:te:24, Reactor Chamber
ic2:te:25, Reactor Fluid Port
ic2:te:26, Reactor Redstone Port
ic2:te:27, Condenser
ic2:te:28, Bottling Plant
ic2:te:29, Fluid Distributor
ic2:te:30, Fluid Regulator
ic2:te:31, Liquid Heat Exchanger
ic2:te:32, Pump
ic2:te:33, Solar Distiller
ic2:te:34, Steam Boiler
ic2:te:35, Item Buffer
ic2:te:36, Luminator
ic2:te:37, Magnetizer
ic2:te:38, Electric Sorting Machine
ic2:te:39, Teleporter
ic2:te:40, Terraformer
ic2:te:41, Tesla Coil
ic2:te:42, Fluid/Solid Canning Machine
ic2:te:43, Compressor
ic2:te:44, Electric Furnace
ic2:te:45, Extractor
ic2:te:46, Iron Furnace
ic2:te:47, Macerator
ic2:te:48, Recycler
ic2:te:49, Solid Canning Machine
ic2:te:50, Blast Furnace
ic2:te:51, Block Cutting Machine
ic2:te:52, Thermal Centrifuge
ic2:te:53, Fermenter
ic2:te:54, Induction Furnace
ic2:te:55, Metal Former
ic2:te:56, Ore Washing Plant
ic2:te:57, Advanced Miner
ic2:te:58, Crop Harvester
ic2:te:59, Crop-Matron
ic2:te:60, Miner
ic2:te:92, Mass Fabricator
ic2:te:93, UU Assembly Bench
ic2:te:61, Matter Fabricator
ic2:te:62, Pattern Storage
ic2:te:63, Replicator
ic2:te:64, Scanner
ic2:te:65, Energy-O-Mat
ic2:te:66, Personal Safe
ic2:te:67, Trade-O-Mat
ic2:te:68, Charge Pad (BatBox)
ic2:te:69, Charge Pad (CESU)
ic2:te:70, Charge Pad (MFE)
ic2:te:71, Charge Pad (MFSU)
ic2:te:72, BatBox
ic2:te:73, CESU
ic2:te:74, MFE
ic2:te:75, MFSU
ic2:te:76, Electrolyzer
ic2:te:77, LV-Transformer
ic2:te:78, MV-Transformer
ic2:te:79, HV-Transformer
ic2:te:80, EV-Transformer
ic2:te:81, Tank
ic2:te:82, Chunk Loader
ic2:te:83, Compact Item Buffer
ic2:te:86, Creative Generator
ic2:te:87, Steam Re-Pressurizer
ic2:te:90, Weighted Fluid Distributor
ic2:te:91, Weighted Item Distributor
ic2:te:84, Reactor Coolant Injector (RSH)
ic2:te:85, Reactor Coolant Injector (LZH)
ic2:te:88, Industrial Workbench
ic2:te:89, Batch Crafter
ic2:te:100, Coke Kiln
ic2:te:101, Coke Kiln Hatch
ic2:te:102, Coke Kiln Grate
ic2:te:111, Wooden Storage Box
ic2:te:112, Iron Storage Box
ic2:te:113, Bronze Storage Box
ic2:te:114, Steel Storage Box
ic2:te:115, Iridium Storage Box
ic2:te:131, Bronze Tank
ic2:te:132, Iron Tank
ic2:te:133, Steel Tank
ic2:te:134, Iridium Tank
ic2:resource:0, Basalt
ic2:resource:1, Copper Ore
ic2:resource:2, Lead Ore
ic2:resource:3, Tin Ore
ic2:resource:4, Uranium Ore
ic2:resource:5, Bronze Block
ic2:resource:6, Copper Block
ic2:resource:7, Lead Block
ic2:resource:8, Steel Block
ic2:resource:9, Tin Block
ic2:resource:10, Uranium Block
ic2:resource:11, Reinforced Stone
ic2:resource:12, Basic Machine Casing
ic2:resource:13, Advanced Machine Casing
ic2:resource:14, Reactor Pressure Vessel
ic2:resource:15, Silver Block
ic2:leaves, ic2.leaves.name
ic2:rubber_wood, ic2.rubber_wood.name
ic2:sapling, ic2.sapling.rubber.name
ic2:scaffold:0, Scaffold
ic2:scaffold:1, Reinforced Scaffold
ic2:scaffold:2, Iron Scaffold
ic2:scaffold:3, Reinforced Iron Scaffold
ic2:fence:0, Iron Fence
ic2:sheet:0, Resin Sheet
ic2:sheet:1, Rubber Sheet
ic2:sheet:2, Wool Sheet
ic2:glass:0, Reinforced Glass
ic2:foam:0, Construction Foam
ic2:foam:1, Reinforced Construction Foam
ic2:wall:0, Construction Foam Wall (Black)
ic2:wall:1, Construction Foam Wall (Blue)
ic2:wall:2, Construction Foam Wall (Brown)
ic2:wall:3, Construction Foam Wall (Cyan)
ic2:wall:4, Construction Foam Wall (Gray)
ic2:wall:5, Construction Foam Wall (Green)
ic2:wall:6, Construction Foam Wall (Light Blue)
ic2:wall:7, Construction Foam Wall (Light Gray)
ic2:wall:8, Construction Foam Wall (Lime)
ic2:wall:9, Construction Foam Wall (Magenta)
ic2:wall:10, Construction Foam Wall (Orange)
ic2:wall:11, Construction Foam Wall (Pink)
ic2:wall:12, Construction Foam Wall (Purple)
ic2:wall:13, Construction Foam Wall (Red)
ic2:wall:14, Construction Foam Wall (White)
ic2:wall:15, Construction Foam Wall (Yellow)
ic2:mining_pipe:0, Mining Pipe
ic2:reinforced_door, ic2.reinforced_door.name
ic2:refractory_bricks, ic2.refractory_bricks.name
ic2:uu_matter, ic2.uu_matter.name
ic2:construction_foam, ic2.construction_foam.name
ic2:coolant, ic2.coolant.name
ic2:creosote, ic2.creosote.name
ic2:hot_coolant, ic2.hot_coolant.name
ic2:pahoehoe_lava, ic2.pahoehoe_lava.name
ic2:biomass, ic2.biomass.name
ic2:biogas, ic2.biogas.name
ic2:distilled_water, ic2.distilled_water.name
ic2:superheated_steam, ic2.superheated_steam.name
ic2:steam, ic2.steam.name
ic2:hot_water, ic2.hot_water.name
ic2:weed_ex, ic2.weed_ex.name
ic2:air, ic2.air.name
ic2:hydrogen, ic2.hydrogen.name
ic2:oxygen, ic2.oxygen.name
ic2:heavy_water, ic2.heavy_water.name
ic2:advanced_batpack, ic2.advanced_batpack.name
ic2:alloy_chestplate, ic2.alloy_chestplate.name
ic2:batpack, ic2.batpack.name
ic2:bronze_boots, ic2.bronze_boots.name
ic2:bronze_chestplate, ic2.bronze_chestplate.name
ic2:bronze_helmet, ic2.bronze_helmet.name
ic2:bronze_leggings, ic2.bronze_leggings.name
ic2:cf_pack, ic2.cf_pack.name
ic2:energy_pack, ic2.energy_pack.name
ic2:hazmat_chestplate, ic2.hazmat_chestplate.name
ic2:hazmat_helmet, ic2.hazmat_helmet.name
ic2:hazmat_leggings, ic2.hazmat_leggings.name
ic2:jetpack, ic2.jetpack.name
ic2:jetpack_electric, ic2.jetpack_electric.name
ic2:lappack, ic2.lappack.name
ic2:nano_boots, ic2.nano_boots.name
ic2:nano_chestplate, ic2.nano_chestplate.name
ic2:nano_helmet, ic2.nano_helmet.name
ic2:nano_leggings, ic2.nano_leggings.name
ic2:nightvision_goggles, ic2.nightvision_goggles.name
ic2:quantum_boots, ic2.quantum_boots.name
ic2:quantum_chestplate, ic2.quantum_chestplate.name
ic2:quantum_helmet, ic2.quantum_helmet.name
ic2:quantum_leggings, ic2.quantum_leggings.name
ic2:rubber_boots, ic2.rubber_boots.name
ic2:solar_helmet, ic2.solar_helmet.name
ic2:static_boots, ic2.static_boots.name
ic2:boat:0, Damaged Rubber Dinghy
ic2:boat:1, Rubber Dinghy
ic2:boat:2, Carbon Fiber Canoe
ic2:boat:3, Electric Boat
ic2:barrel, ic2.barrel.name
ic2:mug:0, Stone Mug
ic2:mug:1, Cold Coffee
ic2:mug:2, Dark Coffee
ic2:mug:3, Coffee
ic2:booze_mug, ic2.booze_mug.name
ic2:crushed:0, Crushed Copper Ore
ic2:crushed:1, Crushed Gold Ore
ic2:crushed:2, Crushed Iron Ore
ic2:crushed:3, Crushed Lead Ore
ic2:crushed:4, Crushed Silver Ore
ic2:crushed:5, Crushed Tin Ore
ic2:crushed:6, Crushed Uranium Ore
ic2:purified:0, Purified Crushed Copper Ore
ic2:purified:1, Purified Crushed Gold Ore
ic2:purified:2, Purified Crushed Iron Ore
ic2:purified:3, Purified Crushed Lead Ore
ic2:purified:4, Purified Crushed Silver Ore
ic2:purified:5, Purified Crushed Tin Ore
ic2:purified:6, Purified Crushed Uranium Ore
ic2:dust:0, Bronze Dust
ic2:dust:1, Clay Dust
ic2:dust:2, Coal Dust
ic2:dust:3, Hydrated Coal Dust
ic2:dust:4, Copper Dust
ic2:dust:5, Diamond Dust
ic2:dust:6, Energium Dust
ic2:dust:7, Gold Dust
ic2:dust:8, Iron Dust
ic2:dust:9, Lapis Lazuli Dust
ic2:dust:10, Lead Dust
ic2:dust:11, Lithium Dust
ic2:dust:12, Obsidian Dust
ic2:dust:13, Silicon Dioxide
ic2:dust:14, Silver Dust
ic2:dust:15, Stone Dust
ic2:dust:16, Sulfur Dust
ic2:dust:17, Tin Dust
ic2:dust:18, Tiny Pile of Bronze Dust
ic2:dust:19, Tiny Pile of Copper Dust
ic2:dust:20, Tiny Pile of Gold Dust
ic2:dust:21, Tiny Pile of Iron Dust
ic2:dust:22, Tiny Pile of Lapis Dust
ic2:dust:23, Tiny Pile of Lead Dust
ic2:dust:24, Tiny Pile of Lithium Dust
ic2:dust:25, Tiny Pile of Obsidian Dust
ic2:dust:26, Tiny Pile of Silver Dust
ic2:dust:27, Tiny Pile of Sulfur Dust
ic2:dust:28, Tiny Pile of Tin Dust
ic2:dust:29, Hydrated Tin Dust
ic2:ingot:0, Mixed Metal Ingot
ic2:ingot:1, Bronze Ingot
ic2:ingot:2, Copper Ingot
ic2:ingot:3, Lead Ingot
ic2:ingot:4, Silver Ingot
ic2:ingot:5, Steel Ingot
ic2:ingot:6, Tin Ingot
ic2:plate:0, Bronze Plate
ic2:plate:1, Copper Plate
ic2:plate:2, Gold Plate
ic2:plate:3, Iron Plate
ic2:plate:4, Lapis Lazuli Plate
ic2:plate:5, Lead Plate
ic2:plate:6, Obsidian Plate
ic2:plate:7, Steel Plate
ic2:plate:8, Tin Plate
ic2:plate:9, Dense Bronze Plate
ic2:plate:10, Dense Copper Plate
ic2:plate:11, Dense Gold Plate
ic2:plate:12, Dense Iron Plate
ic2:plate:13, Dense Lapis Lazuli Plate
ic2:plate:14, Dense Lead Plate
ic2:plate:15, Dense Obsidian Plate
ic2:plate:16, Dense Steel Plate
ic2:plate:17, Dense Tin Plate
ic2:casing:0, Bronze Item Casing
ic2:casing:1, Copper Item Casing
ic2:casing:2, Gold Item Casing
ic2:casing:3, Iron Item Casing
ic2:casing:4, Lead Item Casing
ic2:casing:5, Steel Item Casing
ic2:casing:6, Tin Item Casing
ic2:nuclear:0, Enriched Uranium Nuclear Fuel
ic2:nuclear:1, Uranium 235
ic2:nuclear:2, Uranium 238
ic2:nuclear:3, Plutonium
ic2:nuclear:4, MOX Nuclear Fuel
ic2:nuclear:5, Tiny Pile of Uranium 235
ic2:nuclear:6, Tiny Pile of Uranium 238
ic2:nuclear:7, Tiny Pile of Plutonium
ic2:nuclear:8, Pellets of Enriched Uranium Nuclear Fuel
ic2:nuclear:9, Pellets of MOX Nuclear Fuel
ic2:nuclear:10, Pellets of RTG Fuel
ic2:nuclear:11, Fuel Rod (Depleted Uranium)
ic2:nuclear:12, Dual Fuel Rod (Depleted Uranium)
ic2:nuclear:13, Quad Fuel Rod (Depleted Uranium)
ic2:nuclear:14, Fuel Rod (Depleted MOX)
ic2:nuclear:15, Dual Fuel Rod (Depleted MOX)
ic2:nuclear:16, Quad Fuel Rod (Depleted MOX)
